,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DIMETHYL FUMARATE 1 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,EGTA 1 mM,ETHANOL 12,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 120 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,TRITON 3,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANCOMYCIN 100 ugmL,VANCOMYCIN 60 ugmL,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6,M9 A KETOGLUTARATE 1,M9 ACETATE 1,M9 ALANINE 1,M9 FRUCTOSE 1,M9 GLYCEROL 1,M9 MALATE 1,M9 MALTOSE 1,M9 MANNITOL 1,M9 PROLINE 1,M9 PYRUVATE 1,M9 SUCCINATE 1,M9 SUCROSE 1,M9 TREHALOSE 1
VC2187 - flaC - flagellin FlaC,-1.157105127,0.107111474,2.097876329,0.708472627,1.13559784,0.214008908,-1.265574406,-1.046195015,-0.931319503,0.011046225,3.489434302,1.120523965,-0.665859072,-1.271673257,2.568728092,3.047887287,1.024730325,1.346408924,2.18112645,1.031988502,1.523725174,1.0658858,-1.19555433,0.745696198,2.860982372,-0.783337266,-0.194493292,0.126693287,-0.644846633,-0.299610448,0.736924167,1.713199114,-0.383493079,0.118225848,0.660321784,-1.540799722,0.014646887,0.138255414,0.420255375,-1.686036663,2.778227828,3.268024363,0.885803378,3.869313172,-1.232062406,-1.593823111,0.845912296,-2.154516114,-1.331350239,-0.478247871,-2.382664049,1.249961684,1.407619479,0.590611945,0.574291694,-0.958028574,1.090329993,1.525451895,-0.509176067,0.070019053,-0.655849922,-1.379257002,2.984811022,-0.44325977,-2.374907555,-1.482494136,-0.238482211,-0.58330442,-1.674469559,-1.543458765,-1.909288258,0.196121554,0.270789017,1.662884203,-0.930983966,0.181317633,-0.300940269,-0.497885084,-0.533128795,-0.666815684,-1.046862311,1.973143978,-1.565145746,1.885803808,1.365701256,2.793253262,-0.084531488,-0.165245518,-0.173619921,-4.099889476,1.82671496,0.741853359,1.185258794,-3.482293875,-2.505036579,,1.449579501,1.538451833,-1.446714805,0.093425588,1.988120005,-1.133565769,-0.698723436,2.356352035,-0.615768993,0.227597614
VC2188 - flaA - flagellin core protein A,-0.164057111,-2.100018783,1.128950504,-3.098087044,0.955925981,-0.033797038,-0.130565769,-0.967362332,2.424892207,4.074867772,-2.012132741,-0.425848273,-0.044984002,-1.141174271,-1.766675081,-0.612844814,1.123541986,0.336302239,-1.702789516,1.635917362,-2.241879844,1.528166802,-0.70960954,0.371047304,1.60349767,-1.207279473,-0.438288655,0.047544485,1.946078769,1.622465321,1.638344803,0.530359651,-13.29767934,0.547048319,0.419522648,-2.076275099,2.462424349,0.467489498,-1.49745941,-0.133983039,-0.652102619,-1.517931679,-0.979374914,1.010937652,-1.568127027,-1.773627823,-0.718999466,-1.521130263,-0.304085491,-0.757714691,-0.93004038,-0.602063226,1.0553374,-1.320469116,-1.886062696,0.948957473,0.881367713,0.601812667,-0.168506509,1.224191401,-0.373506134,3.011598074,1.332789593,-1.706349863,1.368632481,0.573523835,-0.177988852,-0.282154511,1.28614815,-0.694842423,-1.898435332,0.208817083,2.464080396,-0.168039812,-2.102549042,1.371978303,1.681438255,1.708085652,-0.465365035,-1.44746138,0.239064587,-0.840098946,0.837807418,2.171842765,1.493200908,-0.278946657,-0.233167426,0.457785485,1.254862668,0.900286567,1.709174522,1.026645324,1.150549552,-0.661670686,-0.253839034,,0.248265363,1.150135615,-1.886342585,0.03061749,-0.713300176,-1.837921508,-0.536486418,1.567932128,-1.321354451,1.169826743
VC2191 - flgK - flagellar hook-associated protein,-1.1836722,1.23112827,0.618735698,0.386095266,0.386235229,-0.615067265,0.172076068,0.02331612,0.320994155,0.724355218,-0.304322677,0.769405551,-0.98917151,-0.016525342,0.008754531,1.176313386,-0.300484846,0.349277482,-0.542960208,1.693763195,0.33694991,0.985102483,-0.38838999,0.929424607,0.538500645,1.130563112,0.512024813,-1.074320103,-0.358902807,-1.565468659,0.662092226,-0.160105801,-0.179491328,-0.791572903,-1.592876799,0.133886998,-1.83483805,-0.481807798,-0.924206594,-0.848844578,-1.083220792,1.99939621,-0.370927545,0.246139973,-0.899279511,-0.415631299,1.22820984,-0.198493886,0.934994854,-0.040126774,-0.885292934,1.183368796,1.04297504,0.977894438,1.41019238,0.686086609,0.979996358,0.748419755,-0.003290547,-0.172511333,-0.316327955,1.668716989,-1.245294139,-0.530381048,-1.958326465,-1.948798395,-0.882139613,0.854535122,-0.540649522,1.895542757,2.763015656,-1.023381669,0.570383561,2.406172573,0.693126183,-0.101775797,-0.40822763,-1.831634686,-0.618232365,-0.395206767,1.152116307,-0.008604696,-0.691025587,-0.781809622,0.676934747,0.227888413,-1.133253203,-1.050305795,-0.597759972,,-0.384383095,0.905634654,1.184133289,0.760452224,-0.128882686,0.049935886,-0.006841146,-0.145231677,,-0.507610275,0.37344518,0.036726397,0.460224912,-0.396303613,0.052353037,-1.049443851
VC2192 - flgJ - flagellar protein FlgJ,-1.774505814,0.182073053,2.750425496,1.205620449,1.803395604,0.332632222,1.893228198,0.095509452,-1.680365716,-2.253943029,0.319808788,-0.542747717,0.902956769,0.378160141,0.492542982,-0.347633647,-0.141448237,0.755180068,-1.195136585,0.663447593,1.165319636,-0.948607519,-0.050679074,-1.010098045,0.529501562,0.984570375,0.424307662,-1.244878455,0.454546408,1.391908243,0.34756414,-1.593847182,-0.986631479,-0.19540192,-1.447479439,-0.983136708,-1.258455699,0.28270443,-0.078672619,0.337726661,0.797081037,0.106449786,0.683346267,0.591585415,-0.521388694,-1.415434913,-2.374629556,-0.942969037,0.046419295,1.63193575,0.650273685,-0.911939843,1.93738986,2.131426799,0.740274001,-1.36526927,-1.32299025,-1.813455081,0.479315882,0.202246125,0.421698497,-0.434129252,1.3965093,0.505428228,0.490224228,-1.036025161,-0.549637297,0.234613878,0.537673567,1.319344772,2.335467908,-1.91496544,-0.417718542,-0.322418533,1.416027267,-0.372776487,-0.666838762,0.290630151,-0.988188785,0.172780571,0.900842423,0.141632099,-0.552998186,0.12912723,0.447489834,-0.51133781,0.907864906,-2.39381303,0.354856664,,0.698340951,-0.479013362,-0.106657214,0.98308897,0.500613606,0.256245452,0.098647901,-0.827208511,,-0.859673503,-0.315309332,0.013367491,-0.729749637,0.731725096,0.30410335,-0.416891771
VC2193 - flgI - flagellar P-ring protein FlgI,0.968139708,1.159849961,-0.605997858,-0.32491604,-0.224614388,-1.196090674,-0.292309703,-0.414770713,0.215031586,0.392342775,0.408445692,-0.719568556,2.387705941,0.623068171,0.585420552,0.010965931,0.168255168,0.452096758,0.619876955,1.248178131,0.941270975,-1.110515597,1.104537157,-1.031747215,-0.097611357,-0.721077294,0.977350028,0.247916834,-0.635345546,-0.004581398,0.280240397,0.386843311,-0.281788007,-0.300811714,-1.540401024,-2.555284597,0.047628003,0.326300017,2.284340151,-1.002674394,1.345672899,1.492223312,-0.443397193,0.324601617,-0.610952355,-1.286444444,-0.157915145,-0.440630321,-1.128777908,-0.713392421,-1.191184568,1.119724264,-0.506607877,-0.301736773,-0.95255189,0.471238401,-0.248609411,2.254137578,1.060182614,0.119653719,0.484092974,0.031423961,1.948406754,-0.229341162,-1.139824811,-0.958829672,0.316004284,-0.032307928,1.512946203,-1.295512071,-0.208123074,-0.626790687,-0.401257714,-1.174720977,-0.64271475,0.091565879,-0.435083988,-1.556413566,0.192753518,-0.950900624,-0.218000354,-1.922817478,-0.083583131,-1.242171874,0.027429246,0.78294129,0.977108932,-1.58E-05,-1.678320907,,0.144926977,0.981715109,1.154275876,0.245848337,0.112507058,0.654754525,-0.287370373,0.533147275,,0.605514573,-0.074496135,0.881941262,-0.915682665,-0.315023791,0.040230874,0.164200497
VC2194 - flgH - flagellar L-ring protein FlgH,-0.468407106,0.626509018,0.002949703,2.892261562,-0.321437679,-0.841444966,0.65029695,0.460337141,-0.000362211,0.362049327,-0.562329931,0.592002339,-0.547684826,-1.731335853,1.759997336,0.389429967,1.579348638,0.061146367,-0.393277362,0.424496456,2.023337016,0.848276521,1.347491561,0.802969273,1.289487513,-0.552907187,-0.311173933,2.437462639,-0.145759973,-1.698338321,0.659798718,3.04718331,1.290749568,0.438424896,0.501035418,-1.120255936,2.150991797,1.386447537,0.457914029,0.650460225,-1.067802379,-0.956061051,2.125556244,-1.413414878,-0.471673318,-2.362452539,1.094648407,0.288590855,-0.038808881,-0.869519662,-1.121770503,0.356243328,-0.36360722,-0.452411931,0.031585785,2.399985501,1.335764768,0.425195933,1.408720013,0.011987703,0.739294176,-1.059939053,-0.466203285,1.199920045,0.051525014,-0.494507958,-0.584371962,-0.328638779,-1.479262685,-0.59980659,0.299874435,0.912407564,0.849444918,0.85313375,0.299878503,-1.483424437,-1.054567782,-1.219938646,-1.108710891,0.435364824,-1.028857967,-1.134399131,-0.508624172,0.800555584,0.094810537,1.362926406,0.985505469,-1.137024738,0.761368677,-0.40434548,1.436334761,0.014580199,3.889961601,0.299827953,-0.465525857,,-0.039375281,-0.309591621,-0.77266018,1.998219354,2.008375279,-0.471951541,0.361264411,-1.827901211,-0.436319491,-1.738535051
VC2195 - flgG - flagellar basal-body rod protein FlgG,1.425434901,-2.010421184,0.111194913,0.062392306,-0.824475897,-0.805161488,-0.927424165,-3.325375348,-0.28960058,-0.028986932,-1.638691453,-0.405616844,-0.893621933,0.29300788,-0.927006997,0.350822907,0.80640703,1.858171112,2.007755798,1.291018451,-0.128386591,3.572375973,-3.113411953,1.05921347,-0.435499189,-1.028578741,0.122561966,2.019087917,0.470940362,0.987584359,-0.243090474,1.296507497,1.391523858,-3.228549872,0.067540639,-0.422968862,2.499623546,1.463841796,-0.94963517,0.144777218,0.688647046,-1.142167658,-0.673620942,0.74206909,-1.61416924,0.659700662,0.033088661,0.285303365,-1.945452874,1.105108221,-2.43977131,-0.687222397,-0.154009761,-1.043241339,-1.327374231,2.8270283,0.221101077,-0.579003486,0.857764431,-1.150184191,-3.849405794,1.745662114,1.911249431,-0.603620129,-1.306305778,-3.14931664,0.927017786,-1.796746136,-0.386001082,-1.505197878,-2.314656586,-0.251532292,1.737280426,-3.186892547,-3.530531799,0.777571043,1.456619064,-0.856113475,-1.165781041,-0.715948626,-2.397699454,1.318150945,-0.75560084,2.457066481,1.418880384,1.610155607,0.711315958,1.286461137,-0.259872783,-0.08855624,0.257098976,3.629939163,3.257569677,-2.1546933,-0.465196239,,0.752581563,0.733469817,-1.29694297,-1.82013953,3.119751068,-0.577706919,-0.712515128,2.833509046,-0.818859492,0.716347441
VC2196 - flgF - flagellar basal-body rod protein FlgF,-0.082045513,0.66116239,-0.317137088,0.6263483,-0.446471196,0.760759044,-0.298112575,-0.46084112,0.092495281,-0.156131908,0.560659505,-0.625571041,0.497561985,-0.727471597,-0.178359619,-0.620624513,-1.122064089,-0.495375473,1.150854075,-1.373658595,-0.555234169,-0.083866984,-1.869053312,0.530801704,1.157755592,0.184931683,-0.675485095,-0.249765764,-0.447061548,0.980951946,-1.203942937,-0.576890501,-0.20228685,0.48775065,0.018346041,1.130430967,-0.093042743,1.486348314,-0.195039177,0.988061,0.004036414,-0.543171593,0.139880088,0.137019711,-0.402398601,0.71044159,-0.335880429,0.358509742,0.531723648,0.014511337,1.207967568,0.30415777,-0.106628007,-0.302148578,0.343141901,1.15628208,0.01640437,-0.783928402,-0.415907147,-1.056217654,-0.071345413,-0.144190026,0.558303218,0.949916692,0.400203727,-0.565360548,-1.511342709,-0.907692355,-0.699178475,0.437055281,-0.945730516,-0.480605703,-0.905680939,-1.129603409,0.128736202,0.48638807,0.206281706,0.848564092,1.539398462,0.513142792,-1.033276191,0.060492195,0.188365276,0.254813297,-0.635964128,0.751794011,0.361399344,0.48779483,0.120251459,,0.391199194,-0.919912385,-1.513565077,0.814762815,0,0.602781267,-6.304630221,-0.433159457,,0.286704263,-0.715591221,1.172027746,-0.827336183,-0.435826155,1.424831259,-0.618765586
VC2197 - flgE - flagellar hook protein FlgE,-0.172232114,0.482077051,0.62387152,0.355181268,0.086658448,0.075651124,0.288617408,0.415348268,1.554385164,1.379971293,1.166942985,-0.352527166,1.935436887,1.191738086,-0.83420801,0.362002596,0.521469116,-0.989089821,-0.829865208,-0.607576295,-1.397833023,-0.916701881,0.715066103,-1.015874508,0.194295009,-0.816355951,-1.297409071,-0.797978111,0.362112806,0.58556468,-0.540179837,0.137108098,-1.176486879,0.853848151,0.381129254,1.569499287,-1.208994091,-1.547946597,0.348473422,2.270816556,-0.171770739,-0.740194489,0.418053178,-0.563400745,0.680770123,-1.371912471,-1.495299107,-2.011775303,0.475579627,-0.824025364,0.865144123,-0.061829739,0.447767812,0.485697063,-0.015337217,-1.381131429,-0.903642425,0.707117732,-0.990163316,2.681237003,1.138267487,0.834135457,0.319426163,-0.170055827,0.577870731,1.494137393,-0.233525663,0.059833412,0.756867382,-0.649636198,0.114950024,-0.256273026,0.156875248,0.841228517,1.63158349,0.50747719,0.599074424,1.057362066,-0.822026625,1.181758951,-1.133005607,0.517593679,0.931708159,1.27494752,0.33243378,-0.133516579,-0.382408072,-0.174149782,-0.495789244,-1.108990934,-0.143007893,-0.369324958,-0.242560076,1.36764107,1.281203502,,0.034541585,-0.423858774,0.237966223,-1.953399173,-0.194746634,-0.148529342,-0.716117191,-0.48588873,0.77577546,-0.969631173
VC2198 - flgD - basal-body rod modification protein FlgD,0.663972285,2.082788826,0.320044808,0.59093899,-0.93505581,0.332908411,-0.933408256,1.423675294,-1.959858967,-1.881178654,-0.67472306,-1.056772605,0.462070753,-1.063543239,0.600890796,-0.742965269,-0.153569208,0.410529753,-1.038322699,-0.416758416,-1.149269476,-2.337170324,0.234887664,-2.17147122,0.832026203,-1.067613887,-0.962101187,0.010840771,0.919576948,-0.004510557,-0.026742272,0.68053948,2.119387238,0.705221667,0.155502745,-2.731679904,0.220160967,-0.654048214,1.467732302,0.767684241,-0.836153686,-2.211817679,0.78386769,0.980758238,0.696060448,-1.052883883,0.010611532,0.366990065,0.597996598,-0.202954421,0.082310775,0.996656732,-0.200630455,0.713312843,0.206296671,0.01890372,-0.160865936,-1.57691537,2.459871895,1.190263646,0.757464703,-0.897121446,-0.521452261,1.231770461,1.994105502,1.658729935,-0.346732699,0.313216828,-0.306179183,-0.472399488,-0.335017392,-0.218923524,-1.486957002,0.180881676,-0.192293259,0.950219472,0.042586819,0.10578337,0.09709922,0.828934985,0.328836058,-0.531499993,2.040062342,-0.903076021,0.105528207,1.535460742,1.710089059,-1.200855757,0.024641946,,0.683517458,-0.701603024,-1.416313991,0.415820252,-0.234213391,-0.19872083,-0.852009335,-1.118164497,,0.238574963,1.27569576,1.652850803,-0.814481221,-0.129237469,1.165491563,-0.410247006
VC2199 - flgC - flagellar basal-body rod protein FlgC,1.315755545,-9.744642296,0.347945941,0.90941855,1.738057086,-0.630249475,0.779175284,1.10950288,-0.242028508,0.456055568,1.719691714,0.26863847,2.008225489,-0.771622083,-1.284751833,-0.824705558,-0.103376901,-0.541683468,0.097205702,-0.264260859,0.108378612,-0.473654605,-0.903321546,-0.467709968,0.648921043,-0.883641758,-1.178381834,0.371749154,-0.749397072,0.250989227,-0.972237066,-0.958592715,0.43140112,0.850439764,-1.809069885,2.350160743,0.095637179,1.321203898,-0.584879294,-0.069515658,-0.749684694,-0.256960463,0.256356103,-2.849639303,1.262075592,0.243999203,-0.356426412,0.103314535,0.892257685,-1.089188631,1.78348176,-0.920454817,-0.797523119,-0.550057299,0.938977015,0.648240833,-0.290876988,0.125023292,0.058412823,0.298363069,0.596069908,0.523440557,-0.285530101,0.868316373,1.063648169,0.593878842,-0.846397598,-0.334237282,1.033217782,0.35070766,-1.074358321,1.253081304,0.338016328,-1.260544244,1.664364638,0.16034654,0.564497082,1.339664817,0.732735357,0.938331349,-0.297684166,-0.224361477,1.056921875,1.392626875,-1.814312585,-1.994356382,0.197767589,0.169996645,-0.551446346,,-0.258885077,-0.817590559,-0.572687163,-0.426251578,-2.556838028,1.057664948,3.582836297,-0.103751154,,1.55636513,-0.349903211,0.252112545,-0.679704262,-0.637561161,1.894510029,1.682360617
VC2200 - flgB - flagellar basal-body rod protein FlgB,0.25238819,0.994429196,0.556652387,0.991062601,0.671792418,-0.805190731,-0.341995355,-1.294611196,0.408922549,-0.07011602,-0.344246562,1.537560127,-0.496043983,1.125113325,0.15064633,-0.435557054,-1.667343904,-0.788064168,-1.804395947,-0.016223537,0.046306806,2.110286421,0.264592452,0.590058181,1.917107225,1.14080956,0.132069632,0.222050453,-0.887307353,-1.681624657,-0.515691473,0.085235404,1.468558104,-4.455672372,-1.490801262,-0.130562967,0.585813536,1.01017809,0.311046371,-0.537927287,0.69913561,-0.551194597,1.237818851,0.947708608,-0.860640116,-0.46224054,0.620441369,-0.467575302,-1.316017325,-1.598859991,-0.121987834,0.583479157,0.620553332,1.095959576,-0.007486204,0.075488027,-0.198152237,-0.001015178,-0.061088246,-0.976037992,1.014662284,-0.366035905,1.097509246,-1.05336202,0.027562381,-0.661623605,-0.982707392,0.295853542,0.0399053,-0.26297268,-0.341843763,-1.54574946,-0.341025228,0.396356162,0.753734111,-0.805176645,0.441765973,-0.22517623,0.588115157,-1.088653057,1.900463596,1.645541081,-0.429312753,0.760226783,2.010801548,0.906435445,-0.544556502,0.824559765,0.000521233,-3.547324799,-0.353370479,-0.857130503,1.195078008,0.81598851,1.338574564,,3.969254059,-0.61417185,0.149120854,0.029063213,-1.363502893,0.258846045,-1.153430513,-1.15046548,-0.030872273,0.262476126
VC2201 - cheR-2 - chemotaxis protein methyltransferase CheR,-0.722361753,-0.274459264,1.174029814,-1.215571633,1.060207353,0.172908041,1.397248957,0.965347871,-0.082178484,0.68349954,-1.130839916,-0.291887126,1.182927972,-1.276516112,-1.051923742,0.575301016,0.623178348,1.005552287,-1.184455482,1.903045748,0.968559875,0.696655383,-1.094723727,0.874068503,0.924900914,-0.42310779,0.320838941,-0.456503016,0.23078247,-0.036167896,1.064620544,0.967353412,-0.021222226,-6.024420215,1.557318601,-0.985539433,-1.078962955,1.155918972,-0.750537722,-0.941610415,-0.285233393,0.534381014,-0.175189575,-0.720392786,1.07007326,-1.393941087,0.969816592,-1.04857293,0.471326233,-0.154091073,0.567898928,-0.760526051,0.87243192,0.065107839,-1.497903456,0.77803126,1.810995363,-0.687864478,-0.291389035,-1.478226239,-1.325266357,-0.068761086,0.860123338,-0.223632364,-1.386396296,-1.150184406,-0.030072099,0.328572259,1.501465259,-0.145503456,-0.181345222,-0.02747907,0.759406598,0.229425527,-1.015971116,-0.893619587,-0.121011237,-1.065683437,0.593384327,0.413382248,-0.514646953,1.412920751,-2.301088248,-0.478005102,0.324162616,-1.111490993,-0.288020931,-0.276955111,0.981930676,-0.295729091,1.467867416,-0.273020162,0.659000952,0.639353527,0.237950411,,0.073920196,0.423768956,0.375577803,0.032826949,0.243489994,-1.319421864,-0.65479076,0.399752019,-0.451813215,-2.062418951
VC2202 - cheV-3 - chemotaxis protein CheV,0.20842895,-0.806947731,-1.038962219,-0.12599944,-0.4769704,-0.102721212,-0.290243839,-0.081451085,-0.600712704,0.50408933,-0.876014074,-0.709578892,-1.168022128,-1.658835465,0.058705978,0.612797764,1.217750209,1.500768511,0.892097692,-0.797670731,-0.210576705,-0.343099632,-0.691571585,-1.009307644,0.330834555,-0.753859479,0.865333388,1.604652206,1.056551073,2.40936077,1.253011358,0.758646982,0.286541303,0.931700456,2.195303532,0.294861232,1.505997094,-1.408227032,-0.16430678,-0.284716423,1.188671455,-0.618660824,0.41436709,-0.935361045,-1.518755092,1.305763322,2.165682942,0.655457336,-0.417328023,1.682891614,-0.963226142,1.383329146,-1.066843521,0.128323032,-0.061803331,0.67268176,2.478269576,0.786399022,1.172988556,-0.815020688,-1.803277172,-0.854080852,0.64977412,1.638547956,-0.622326222,0.346630875,0.649598332,0.426190081,-2.265108595,-1.391845069,-0.92524835,0.92090755,-1.609486189,-0.736433116,-1.205822608,-1.405624612,-0.622305908,-1.181500173,0.082660364,1.907630008,-1.017912922,1.368151957,-1.329118391,-0.339789845,0.437139571,0.204013242,-0.172944074,1.001782809,0.565407115,0.572241131,1.44473614,0.272562938,0.768638109,-0.606303393,1.23402494,,-1.085421689,0.935445321,-0.82311863,-0.023718977,0.146006176,-0.428276264,-0.554162136,0.284429007,-1.260189572,0.307453601
"VC2203 - flgA - flagellar protein, putative",0.307768411,-1.136718408,0.647871492,1.427218513,-0.162350062,0.518735642,0.14827096,-0.250844309,-1.759731604,-2.593605229,-0.297443006,-1.272052766,1.547398055,1.340713974,-0.952763917,-0.935652805,-0.090542648,2.106425391,-0.019695746,-0.955761517,-0.242802903,0.794970714,-2.229204643,-0.321765274,-2.414458545,0.263472196,0.415508405,1.051429973,0.143067104,2.014833486,-0.274336697,-0.535183164,1.909533136,-0.720104524,0.775038148,-0.75004612,0.755487698,-0.738924932,-0.901532826,-0.039561178,0.523548776,-0.987721408,-0.879942384,0.735425884,0.666764899,0.91069234,0.157744514,0.529207084,0.125536845,0.504867834,1.056058856,-0.652179445,-0.815902496,0.525996969,0.534528534,1.320242364,-0.449010876,-0.535342799,1.45529345,-1.715758574,-1.645298228,-0.05292365,-0.391167244,0.629026348,0.7267197,0.7122371,0.161292605,-0.350647353,-1.158835972,0.863824408,-0.26574119,-0.251794009,-0.428589148,-0.568003513,-1.140364672,-0.070008878,1.050528618,1.061276164,0.68718931,-0.860416842,-0.681275673,-0.457998346,0.477945342,0.581985625,-0.115428352,0.22564423,-0.517519147,2.813455789,-0.933824912,,-0.86934855,0.567712257,-1.232573128,0.334449232,0.964144773,0.699511352,-0.628356357,1.223100235,,0.141055328,-1.542480896,-0.050441459,1.749805057,0.075999028,-2.251727841,0.380250751
"VC2204 - flgM - negative regulator of flagellin synthesis FlgM, putative",0.431587048,0.221395118,0.278277977,1.312891898,1.368664696,0.103182927,0.434269559,-1.377434721,1.038785808,-0.981522992,0.966955168,-0.63231514,0.338890927,-0.562832401,-1.17585097,-1.241036353,-0.144622167,-0.560587811,-0.199478448,-0.228323211,-0.041964863,-0.997720195,-0.004508531,-0.422576684,-0.310690709,1.033527621,0.277742308,-0.338128912,-1.71097076,-0.392589077,0.453724122,0.730285217,0.202074269,-0.456088322,0.60522908,1.056455964,0.032555697,-0.005316873,2.422741762,1.754830294,0.667530111,0.407707297,-0.166425686,0.718324707,-0.169037045,-1.015954382,-0.975596601,0.689061351,-1.04643023,-0.010074159,0.168025367,0.973921109,0.396210772,1.517479972,0.600721865,-0.453017206,-1.712740187,1.064142631,-0.780905836,1.451304679,0.449623141,1.557613606,1.158616058,0.07363187,-0.46081908,-0.904152003,-0.172542144,-1.057661454,0.254647503,1.805194427,0.631810721,-1.159316118,0.599063612,-0.133169144,-0.280579148,0.1482798,0.593209571,0.92570411,-0.52976384,-0.661345918,0.499266553,-0.397573249,-0.037059708,-0.004094777,0.568042953,0.174989545,1.787170189,1.381864196,0.857340035,,-0.889668071,-0.155864799,0.878375114,0.456426133,-1.669176604,-0.066209767,-0.749835692,0.285948948,,0.683183567,-0.244823343,1.389701018,0.693900555,-1.446079972,-0.628606312,0.546190269
VC2205 - flgN - hypothetical protein,3.413889992,-0.067214987,0.064713688,0.978814529,1.2126912,-0.544931584,-0.011120823,-0.733977979,0.742285249,-0.631531798,0.237386679,-0.903302444,-0.298974415,-0.903951998,-1.185303347,-0.922113027,-1.029085605,-2.108325533,-0.203191517,0.859358083,-0.403802517,-0.257862231,-0.339618491,0.185371842,-0.726185122,1.669727199,-0.502361282,-0.882510561,-1.554596326,-0.64881702,-0.577957007,-1.000750392,-0.655276649,-0.471284344,0.146830767,-0.134756008,-0.415324886,0.846174929,0.277135643,0.574895304,-0.211268183,0.283534597,0.69212705,-0.114365232,-0.427320559,-1.183904562,-1.126011319,-0.003557458,0.530375352,-1.140267233,-0.277637955,-0.745553896,-0.213343953,0.212321161,1.189452637,0.206156869,-1.445280713,0.413382664,-1.363582709,1.486397693,0.266866183,1.236343097,1.173893266,0.873905649,0.703711377,0.40710837,-0.75254206,-0.70121224,0.295929812,1.818112121,0.15485232,-0.98908139,1.143462823,0.177900472,-0.908110147,2.305069288,1.117377737,0.804147056,-0.911189128,-1.518603907,0.768824864,-0.954268976,1.246888789,-0.11801691,1.270742915,0.547740294,0.556653035,-0.199165127,-0.420396553,,-0.362142183,0.817306635,0.309745866,1.570882446,-0.225132666,-0.148556036,-0.996068995,-0.390306838,,0.705924556,-0.366521308,0.956970728,0.65682781,-0.651596712,-0.24894024,0.929004836
